# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat Apr 30 11:20:43 CDT 2022 [seed=1651335642522]
# cytb_species.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
82000	-15432.397211145977	-21.531209507430578	-15410.866001638546	0.8156194922241029	4.3526150844687255	0.6685678690302516	3.6192621055704377	0.276060005619301	0.26941004140859187	0.1624656052220707	0.29206434775003665	1.0	1.0	-15410.866001638546	0.0	-21.27100989392845
83000	-15429.28725070781	-20.53406625704937	-15408.753184450761	0.6994967574102386	4.025403356662674	0.867260719246384	3.144284570439342	0.2765188510051355	0.2678056368867668	0.1600943400847763	0.2955811720233216	1.0	1.0	-15408.753184450761	0.0	-20.173790365943276
84000	-15431.201870851324	-20.58394551734027	-15410.617925333983	0.7584089288770962	4.179601397525236	0.7916179208852527	3.34157377036819	0.2932778470438429	0.2550105204511718	0.15719387816902816	0.2945177543359574	1.0	1.0	-15410.617925333983	0.0	-20.247219603489178
85000	-15431.254300680852	-20.965494700363827	-15410.288805980488	0.721006246591397	4.181166498863626	0.8594828661129583	3.36978967574225	0.28883802102122946	0.26897753801110835	0.16042208200156494	0.28176235896609747	1.0	1.0	-15410.288805980488	0.0	-20.536974729743246
86000	-15427.533544693055	-20.459263850750837	-15407.074280842304	0.722412471737142	4.157341248749951	0.6950612993808452	3.36978967574225	0.28824182494634365	0.2638719192086963	0.15917061238747968	0.28871564345748063	1.0	1.0	-15407.074280842304	0.0	-20.243074727816715
87000	-15429.313763427803	-20.997174977458105	-15408.316588450345	0.7251877009868761	4.155511775754674	0.6346322201740745	3.290206196540562	0.2853141460531232	0.2650151665209159	0.16199477217421143	0.2876759152517497	1.0	1.0	-15408.316588450345	0.0	-20.898943916694556
88000	-15428.868500611221	-20.9246703950487	-15407.943830216173	0.7200584404476004	4.168520447405044	0.8244963645226623	3.353066762914489	0.2853141460531232	0.27103947153500035	0.155970467160127	0.2876759152517497	1.0	1.0	-15407.943830216173	0.0	-20.543359691573727
89000	-15432.755646838186	-21.008416934177486	-15411.74722990401	0.760072863298053	4.234014978862975	0.8550787480792161	3.251915156060493	0.28839474069941	0.27539380561149945	0.155029539892672	0.28118191379641877	1.0	1.0	-15411.74722990401	0.0	-20.62513082529998
90000	-15430.271885634611	-21.055962842760348	-15409.215922791851	0.7783663174269388	4.1742824170777775	0.6287228474646708	3.4194440875143766	0.2861698371733752	0.26773853170498524	0.16307208401832698	0.28301954710331284	1.0	1.0	-15409.215922791851	0.0	-20.92337573324719
91000	-15431.879185655953	-21.892989671910627	-15409.986195984042	0.6697746595371594	4.035019133357451	0.6323034891060307	3.4721563264494235	0.29046245057086734	0.2637435357225274	0.15857449547610727	0.28721951823049824	1.0	1.0	-15409.986195984042	0.0	-21.737104167045658
